plant_id,fips_raw,county_FIPS,coord_lat,coord_long,coords,plant_name,plant_state,census_region,NERC_region,prime_mover,reported_FTC,AER_FTC,AER_FTC_full,MMBTU_con_tot_YTD,MMBTU_con_elec_YTD,MWh_net_gen_elec_YTD
10855,19123,19123,41.1386,-92.6467,"41.1386,-92.6467",Cargill Corn Milling Division,IA,WNC,MRO,ST,SUB,COL,Coal ,0,0,0
10860,19045,19045,41.8206,-90.2097,"41.8206,-90.2097",Archer Daniels Midland Clinton,IA,WNC,MRO,ST,BIT,COL,Coal ,811067,227678,34432.1
10860,19045,19045,41.8206,-90.2097,"41.8206,-90.2097",Archer Daniels Midland Clinton,IA,WNC,MRO,ST,OBS,ORW,Other Renewables ,1388306,387432,58829.876
10860,19045,19045,41.8206,-90.2097,"41.8206,-90.2097",Archer Daniels Midland Clinton,IA,WNC,MRO,ST,PC,PC,Petroleum Coke,0,0,0
10860,19045,19045,41.8206,-90.2097,"41.8206,-90.2097",Archer Daniels Midland Clinton,IA,WNC,MRO,ST,SUB,COL,Coal ,16218227,4479377,678632.02
10860,19045,19045,41.8206,-90.2097,"41.8206,-90.2097",Archer Daniels Midland Clinton,IA,WNC,MRO,ST,TDF,OTH,Other (including nonbiogenic MSW),0,0,0
10860,19045,19045,41.8206,-90.2097,"41.8206,-90.2097",Archer Daniels Midland Clinton,IA,WNC,MRO,ST,WDS,WWW,Wood and Wood Waste,0,0,0
10861,19153,19153,41.624438,-93.584515,"41.624438,-93.584515",Archer Daniels Midland Des Moines,IA,WNC,MRO,ST,NG,NG,Natural Gas,0,0,0
10861,19153,19153,41.624438,-93.584515,"41.624438,-93.584515",Archer Daniels Midland Des Moines,IA,WNC,MRO,ST,SUB,COL,Coal ,1258323,156408,24755
10862,31109,31109,40.866463,-96.614486,"40.866463,-96.614486",Archer Daniels Midland Lincoln,NE,WNC,MRO,ST,NG,NG,Natural Gas,0,0,0
10862,31109,31109,40.866463,-96.614486,"40.866463,-96.614486",Archer Daniels Midland Lincoln,NE,WNC,MRO,ST,SUB,COL,Coal ,1308513,169727,26882
