plant_id,fips_raw,county_FIPS,coord_lat,coord_long,coords,plant_name,plant_state,census_region,NERC_region,prime_mover,reported_FTC,AER_FTC,AER_FTC_full,MMBTU_con_tot_YTD,MMBTU_con_elec_YTD,MWh_net_gen_elec_YTD
87,35006,35006,35.4159,-108.082,"35.4159,-108.082",Escalante,NM,MTN,WECC,ST,NG,NG,Natural Gas,40016,40016,3130.259
87,35006,35006,35.4159,-108.082,"35.4159,-108.082",Escalante,NM,MTN,WECC,ST,SUB,COL,Coal ,12363506,12363506,1206120.7
88,36111,36111,41.949,-74.2063,"41.949,-74.2063",Ashokan,NY,MAT,NPCC,HY,WAT,HYC,Hydroelectric Conventional,92941,92941,10437
90,2180,02180,64.505331,-165.429814,"64.505331,-165.429814",Snake River,AK,PACN,ASCC,IC,DFO,DFO,Distillate Petroleum,252833,252833,30181
90,2180,02180,64.505331,-165.429814,"64.505331,-165.429814",Snake River,AK,PACN,ASCC,WT,WND,WND,Wind,21978,21978,2468
91,2195,02195,56.81104,-132.957091,"56.81104,-132.957091",Petersburg,AK,PACN,ASCC,HY,WAT,HYC,Hydroelectric Conventional,85469,85469,9598
91,2195,02195,56.81104,-132.957091,"56.81104,-132.957091",Petersburg,AK,PACN,ASCC,IC,DFO,DFO,Distillate Petroleum,48268,48268,3342
92,2122,02122,60.130922,-149.43501,"60.130922,-149.43501",Seward (AK),AK,PACN,ASCC,IC,DFO,DFO,Distillate Petroleum,4946,4946,218
93,2220,02220,57.0516,-135.2297,"57.0516,-135.2297",Blue Lake Hydro,AK,PACN,ASCC,HY,WAT,HYC,Hydroelectric Conventional,529473,529473,59458
95,2275,02275,56.460976,-132.379439,"56.460976,-132.379439",Wrangell,AK,PACN,ASCC,IC,DFO,DFO,Distillate Petroleum,5353,5353,612
96,2122,02122,61.1861,-151.0356,"61.1861,-151.0356",Beluga,AK,PACN,ASCC,GT,NG,NG,Natural Gas,1161053,1161053,55031
99,53053,53053,47.079722,-122.365,"47.079722,-122.365",Frederickson,WA,PACC,WECC,GT,DFO,DFO,Distillate Petroleum,2553,2553,170.15
99,53053,53053,47.079722,-122.365,"47.079722,-122.365",Frederickson,WA,PACC,WECC,GT,NG,NG,Natural Gas,1217769,1217769,81194.85
100,4013,04013,33.466477,-111.781064,"33.466477,-111.781064",South Consolidated,AZ,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,0,0,0
104,6019,06019,37.147926,-119.2567,"37.147926,-119.2567",J S Eastwood,CA,PACC,WECC,PS,WAT,HPS,Hydroelectric Pumped Storage,0,0,254677
108,20055,20055,37.9308,-100.9725,"37.9308,-100.9725",Holcomb,KS,WNC,MRO,ST,NG,NG,Natural Gas,148046,148046,12829.823
108,20055,20055,37.9308,-100.9725,"37.9308,-100.9725",Holcomb,KS,WNC,MRO,ST,SUB,COL,Coal ,16894497,16894497,1556718.2
109,2070,02070,59.042914,-158.468597,"59.042914,-158.468597",Dillingham,AK,PACN,ASCC,IC,DFO,DFO,Distillate Petroleum,189681,189681,18663
113,4017,04017,34.9394,-110.3033,"34.9394,-110.3033",Cholla,AZ,MTN,WECC,ST,BIT,COL,Coal ,0,0,0
113,4017,04017,34.9394,-110.3033,"34.9394,-110.3033",Cholla,AZ,MTN,WECC,ST,DFO,DFO,Distillate Petroleum,45266,45266,3954.405
113,4017,04017,34.9394,-110.3033,"34.9394,-110.3033",Cholla,AZ,MTN,WECC,ST,NG,NG,Natural Gas,2200,2200,190.82
113,4017,04017,34.9394,-110.3033,"34.9394,-110.3033",Cholla,AZ,MTN,WECC,ST,SUB,COL,Coal ,30875637,30875637,2778635.8
114,4003,04003,31.364122,-109.5538,"31.364122,-109.5538",Douglas,AZ,MTN,WECC,GT,DFO,DFO,Distillate Petroleum,2858,2858,59
116,4013,04013,33.4225,-111.9122,"33.4225,-111.9122",Ocotillo,AZ,MTN,WECC,GT,NG,NG,Natural Gas,6335291,6335291,618669
116,4013,04013,33.4225,-111.9122,"33.4225,-111.9122",Ocotillo,AZ,MTN,WECC,ST,NG,NG,Natural Gas,0,0,0
117,4013,04013,33.4417,-112.1583,"33.4417,-112.1583",West Phoenix,AZ,MTN,WECC,CA,NG,NG,Natural Gas,0,0,676143
117,4013,04013,33.4417,-112.1583,"33.4417,-112.1583",West Phoenix,AZ,MTN,WECC,CS,NG,NG,Natural Gas,8326726,8326726,816587
117,4013,04013,33.4417,-112.1583,"33.4417,-112.1583",West Phoenix,AZ,MTN,WECC,CT,DFO,DFO,Distillate Petroleum,0,0,0
117,4013,04013,33.4417,-112.1583,"33.4417,-112.1583",West Phoenix,AZ,MTN,WECC,CT,NG,NG,Natural Gas,16663191,16663191,1424117
117,4013,04013,33.4417,-112.1583,"33.4417,-112.1583",West Phoenix,AZ,MTN,WECC,GT,DFO,DFO,Distillate Petroleum,0,0,0
117,4013,04013,33.4417,-112.1583,"33.4417,-112.1583",West Phoenix,AZ,MTN,WECC,GT,NG,NG,Natural Gas,1222711,1222711,53301
118,4021,04021,32.5517,-111.3,"32.5517,-111.3",Saguaro,AZ,MTN,WECC,GT,DFO,DFO,Distillate Petroleum,0,0,0
118,4021,04021,32.5517,-111.3,"32.5517,-111.3",Saguaro,AZ,MTN,WECC,GT,NG,NG,Natural Gas,1531912,1531912,118593
118,4021,04021,32.5517,-111.3,"32.5517,-111.3",Saguaro,AZ,MTN,WECC,GT,RFO,RFO,Residual Petroleum,0,0,0
120,4027,04027,32.7214,-114.7106,"32.7214,-114.7106",Yucca,AZ,MTN,WECC,GT,DFO,DFO,Distillate Petroleum,34926,34926,2913.701
120,4027,04027,32.7214,-114.7106,"32.7214,-114.7106",Yucca,AZ,MTN,WECC,GT,NG,NG,Natural Gas,1861233,1861233,145552.3
120,4027,04027,32.7214,-114.7106,"32.7214,-114.7106",Yucca,AZ,MTN,WECC,ST,NG,NG,Natural Gas,2944351,2944351,265575
120,4027,04027,32.7214,-114.7106,"32.7214,-114.7106",Yucca,AZ,MTN,WECC,ST,RFO,RFO,Residual Petroleum,0,0,0
124,4019,04019,32.252273,-110.992148,"32.252273,-110.992148",Demoss Petrie,AZ,MTN,WECC,GT,NG,NG,Natural Gas,230380,230380,16300
126,4019,04019,32.16,-110.9047,"32.16,-110.9047",H Wilson Sundt Generating Station,AZ,MTN,WECC,GT,DFO,DFO,Distillate Petroleum,0,0,0
126,4019,04019,32.16,-110.9047,"32.16,-110.9047",H Wilson Sundt Generating Station,AZ,MTN,WECC,GT,DFO,DFO,Distillate Petroleum,0,0,0
126,4019,04019,32.16,-110.9047,"32.16,-110.9047",H Wilson Sundt Generating Station,AZ,MTN,WECC,GT,NG,NG,Natural Gas,1833088,1833088,146397.28
126,4019,04019,32.16,-110.9047,"32.16,-110.9047",H Wilson Sundt Generating Station,AZ,MTN,WECC,GT,NG,NG,Natural Gas,80509,73126,7180
126,4019,04019,32.16,-110.9047,"32.16,-110.9047",H Wilson Sundt Generating Station,AZ,MTN,WECC,IC,NG,NG,Natural Gas,0,0,0
126,4019,04019,32.16,-110.9047,"32.16,-110.9047",H Wilson Sundt Generating Station,AZ,MTN,WECC,ST,BIT,COL,Coal ,0,0,0
126,4019,04019,32.16,-110.9047,"32.16,-110.9047",H Wilson Sundt Generating Station,AZ,MTN,WECC,ST,BIT,COL,Coal ,0,0,0
126,4019,04019,32.16,-110.9047,"32.16,-110.9047",H Wilson Sundt Generating Station,AZ,MTN,WECC,ST,LFG,MLG,Biogenic Municipal Solid Waste and Landfill Gas,0,0,0
126,4019,04019,32.16,-110.9047,"32.16,-110.9047",H Wilson Sundt Generating Station,AZ,MTN,WECC,ST,LFG,MLG,Biogenic Municipal Solid Waste and Landfill Gas,0,0,0
126,4019,04019,32.16,-110.9047,"32.16,-110.9047",H Wilson Sundt Generating Station,AZ,MTN,WECC,ST,NG,NG,Natural Gas,15185441,15185441,1268742
126,4019,04019,32.16,-110.9047,"32.16,-110.9047",H Wilson Sundt Generating Station,AZ,MTN,WECC,ST,NG,NG,Natural Gas,2455326,2455326,225725
126,4019,04019,32.16,-110.9047,"32.16,-110.9047",H Wilson Sundt Generating Station,AZ,MTN,WECC,ST,RFO,RFO,Residual Petroleum,0,0,0
126,4019,04019,32.16,-110.9047,"32.16,-110.9047",H Wilson Sundt Generating Station,AZ,MTN,WECC,ST,RFO,RFO,Residual Petroleum,0,0,0
126,4019,04019,32.16,-110.9047,"32.16,-110.9047",H Wilson Sundt Generating Station,AZ,MTN,WECC,ST,SUB,COL,Coal ,0,0,0
126,4019,04019,32.16,-110.9047,"32.16,-110.9047",H Wilson Sundt Generating Station,AZ,MTN,WECC,ST,SUB,COL,Coal ,0,0,0
127,48487,48487,34.0825,-99.1753,"34.0825,-99.1753",Oklaunion,TX,WSC,TRE,ST,BIT,COL,Coal ,0,0,0
127,48487,48487,34.0825,-99.1753,"34.0825,-99.1753",Oklaunion,TX,WSC,TRE,ST,DFO,DFO,Distillate Petroleum,65241,65241,6037.14
127,48487,48487,34.0825,-99.1753,"34.0825,-99.1753",Oklaunion,TX,WSC,TRE,ST,SUB,COL,Coal ,27796356,27796356,2595885.9
130,45015,45015,33.371506,-80.113235,"33.371506,-80.113235",Cross,SC,SAT,SERC,ST,BIT,COL,Coal ,0,0,0
130,45015,45015,33.371506,-80.113235,"33.371506,-80.113235",Cross,SC,SAT,SERC,ST,DFO,DFO,Distillate Petroleum,257893,257893,25323.785
130,45015,45015,33.371506,-80.113235,"33.371506,-80.113235",Cross,SC,SAT,SERC,ST,PC,PC,Petroleum Coke,0,0,0
130,45015,45015,33.371506,-80.113235,"33.371506,-80.113235",Cross,SC,SAT,SERC,ST,RC,COL,Coal ,85155679,85155679,8350087.2
136,12117,12117,29.733056,-81.632778,"29.733056,-81.632778",Seminole (FL),FL,SAT,SERC,ST,BIT,COL,Coal ,70415714,70415714,7036179.3
136,12117,12117,29.733056,-81.632778,"29.733056,-81.632778",Seminole (FL),FL,SAT,SERC,ST,DFO,DFO,Distillate Petroleum,180112,180112,17962.664
141,4013,04013,33.5561,-112.2153,"33.5561,-112.2153",Agua Fria,AZ,MTN,WECC,GT,DFO,DFO,Distillate Petroleum,1077,1077,62.06
141,4013,04013,33.5561,-112.2153,"33.5561,-112.2153",Agua Fria,AZ,MTN,WECC,GT,NG,NG,Natural Gas,179973,179973,8812.94
141,4013,04013,33.5561,-112.2153,"33.5561,-112.2153",Agua Fria,AZ,MTN,WECC,PV,SUN,SUN,Solar PV and thermal,1211,1211,136
141,4013,04013,33.5561,-112.2153,"33.5561,-112.2153",Agua Fria,AZ,MTN,WECC,ST,DFO,DFO,Distillate Petroleum,0,0,0
141,4013,04013,33.5561,-112.2153,"33.5561,-112.2153",Agua Fria,AZ,MTN,WECC,ST,NG,NG,Natural Gas,2663382,2663382,219011
145,4013,04013,33.5907,-111.344,"33.5907,-111.344",Horse Mesa,AZ,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,32459,32459,3367
145,4013,04013,33.5907,-111.344,"33.5907,-111.344",Horse Mesa,AZ,MTN,WECC,PS,WAT,HPS,Hydroelectric Pumped Storage,0,0,37687
147,4013,04013,33.3556,-111.9353,"33.3556,-111.9353",Kyrene,AZ,MTN,WECC,CA,NG,NG,Natural Gas,292151,292151,514923
147,4013,04013,33.3556,-111.9353,"33.3556,-111.9353",Kyrene,AZ,MTN,WECC,CT,NG,NG,Natural Gas,10346702,10346702,940228
147,4013,04013,33.3556,-111.9353,"33.3556,-111.9353",Kyrene,AZ,MTN,WECC,GT,DFO,DFO,Distillate Petroleum,0,0,0
147,4013,04013,33.3556,-111.9353,"33.3556,-111.9353",Kyrene,AZ,MTN,WECC,GT,NG,NG,Natural Gas,15758,15758,-507
148,4013,04013,33.5536,-111.4431,"33.5536,-111.4431",Mormon Flat,AZ,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,12067,12067,1355
148,4013,04013,33.5536,-111.4431,"33.5536,-111.4431",Mormon Flat,AZ,MTN,WECC,PS,WAT,HPS,Hydroelectric Pumped Storage,0,0,24015
149,4007,04007,33.671104,-111.161786,"33.671104,-111.161786",Roosevelt,AZ,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,404037,404037,45372
150,4013,04013,33.5661,-111.536,"33.5661,-111.536",Stewart Mountain,AZ,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,0,0,-164
151,6099,06099,37.62936,-120.93139,"37.62936,-120.93139",McClure,CA,PACC,WECC,GT,DFO,DFO,Distillate Petroleum,25288,25288,1402.563
151,6099,06099,37.62936,-120.93139,"37.62936,-120.93139",McClure,CA,PACC,WECC,GT,NG,NG,Natural Gas,22651,22651,1256.437
152,4015,04015,35.197044,-114.570669,"35.197044,-114.570669",Davis Dam,AZ,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,9203930,9203930,1033569
153,4005,04005,36.936614,-111.483872,"36.936614,-111.483872",Glen Canyon Dam,AZ,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,34660974,34660974,3892305
154,32003,32003,36.01551,-114.738006,"36.01551,-114.738006",Hoover Dam (NV),NV,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,19374743,19374743,2175715
159,49049,49049,40.493631,-111.312506,"40.493631,-111.312506",Lake Creek Dam,UT,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,35140,35140,3946.14
160,4003,04003,32.0603,-109.8931,"32.0603,-109.8931",Apache Station,AZ,MTN,WECC,GT,DFO,DFO,Distillate Petroleum,0,0,0
160,4003,04003,32.0603,-109.8931,"32.0603,-109.8931",Apache Station,AZ,MTN,WECC,GT,NG,NG,Natural Gas,708616,708616,63006
160,4003,04003,32.0603,-109.8931,"32.0603,-109.8931",Apache Station,AZ,MTN,WECC,ST,BIT,COL,Coal ,414845,414845,36473.685
160,4003,04003,32.0603,-109.8931,"32.0603,-109.8931",Apache Station,AZ,MTN,WECC,ST,NG,NG,Natural Gas,15571091,15571091,1394450.1
160,4003,04003,32.0603,-109.8931,"32.0603,-109.8931",Apache Station,AZ,MTN,WECC,ST,SUB,COL,Coal ,5722341,5722341,508888.17
161,6099,06099,37.611461,-120.594678,"37.611461,-120.594678",Turlock Lake,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,70235,70235,7887
162,6099,06099,37.621536,-120.746247,"37.621536,-120.746247",Hickman,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,37161,37161,4173
165,40097,40097,36.190278,-95.2894,"36.190278,-95.2894",GREC,OK,WSC,MRO,CA,NG,NG,Natural Gas,0,0,735234
165,40097,40097,36.190278,-95.2894,"36.190278,-95.2894",GREC,OK,WSC,MRO,CT,NG,NG,Natural Gas,15148634,15148634,1410774
165,40097,40097,36.190278,-95.2894,"36.190278,-95.2894",GREC,OK,WSC,MRO,ST,NG,NG,Natural Gas,128057,128057,-1833.197
165,40097,40097,36.190278,-95.2894,"36.190278,-95.2894",GREC,OK,WSC,MRO,ST,SUB,COL,Coal ,1456046,1456046,61499.197
166,5051,05051,34.4425,-93.0262,"34.4425,-93.0262",Carpenter,AR,WSC,SERC,HY,WAT,HYC,Hydroelectric Conventional,677733,677733,76107
170,5059,05059,34.4341,-92.9049,"34.4341,-92.9049",Lake Catherine,AR,WSC,SERC,ST,NG,NG,Natural Gas,1699154,1699154,127495
172,5093,05093,35.705381,-89.9689,"35.705381,-89.9689",Osceola (AR),AR,WSC,SERC,IC,DFO,DFO,Distillate Petroleum,0,0,0
174,5051,05051,34.4272,-92.8941,"34.4272,-92.8941",Remmel,AR,WSC,SERC,HY,WAT,HYC,Hydroelectric Conventional,468580,468580,52620
180,6089,06089,40.45193,-121.86215,"40.45193,-121.86215",Volta 2,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,40384,40384,4535
182,5015,05015,36.421507,-93.847373,"36.421507,-93.847373",Beaver Dam,AR,WSC,MRO,HY,WAT,HYC,Hydroelectric Conventional,2330848,2330848,261746
187,5019,05019,34.211913,-93.110963,"34.211913,-93.110963",Degray,AR,WSC,SERC,HY,WAT,HYC,Hydroelectric Conventional,640885,640885,71969
187,5019,05019,34.211913,-93.110963,"34.211913,-93.110963",Degray,AR,WSC,SERC,PS,WAT,HPS,Hydroelectric Pumped Storage,0,0,50722
188,5023,05023,35.5207,-91.9953,"35.5207,-91.9953",Greers Ferry Lake,AR,WSC,MRO,HY,WAT,HYC,Hydroelectric Conventional,2641410,2641410,296621
193,5021,05021,36.3858,-90.1867,"36.3858,-90.1867",Municipal Light,AR,WSC,SERC,IC,DFO,DFO,Distillate Petroleum,106,106,9
193,5021,05021,36.3858,-90.1867,"36.3858,-90.1867",Municipal Light,AR,WSC,SERC,IC,NG,NG,Natural Gas,0,0,0
195,5109,05109,34.148427,-93.715168,"34.148427,-93.715168",Narrows (AR),AR,WSC,SERC,HY,WAT,HYC,Hydroelectric Conventional,633797,633797,71173
196,5005,05005,36.2491,-92.2401,"36.2491,-92.2401",Norfork,AR,WSC,MRO,HY,WAT,HYC,Hydroelectric Conventional,2562806,2562806,287794
197,5051,05051,34.570984,-93.194425,"34.570984,-93.194425",Blakely Mountain,AR,WSC,SERC,HY,WAT,HYC,Hydroelectric Conventional,2063004,2063004,231668
198,5005,05005,36.3635,-92.5763,"36.3635,-92.5763",Bull Shoals,AR,WSC,MRO,HY,WAT,HYC,Hydroelectric Conventional,12720623,12720623,1428481
199,5083,05083,35.2503,-93.1686,"35.2503,-93.1686",Dardanelle,AR,WSC,MRO,HY,WAT,HYC,Hydroelectric Conventional,5293336,5293336,594423
201,5047,05047,35.462382,-93.804926,"35.462382,-93.804926",Thomas Fitzhugh,AR,WSC,SERC,CA,DFO,DFO,Distillate Petroleum,0,0,0
201,5047,05047,35.462382,-93.804926,"35.462382,-93.804926",Thomas Fitzhugh,AR,WSC,SERC,CA,NG,NG,Natural Gas,0,0,60490
201,5047,05047,35.462382,-93.804926,"35.462382,-93.804926",Thomas Fitzhugh,AR,WSC,SERC,CT,DFO,DFO,Distillate Petroleum,0,0,0
201,5047,05047,35.462382,-93.804926,"35.462382,-93.804926",Thomas Fitzhugh,AR,WSC,SERC,CT,NG,NG,Natural Gas,2376873,2376873,194428
202,5147,05147,35.260102,-91.363426,"35.260102,-91.363426",Carl Bailey,AR,WSC,SERC,ST,NG,NG,Natural Gas,197115,197115,15894
202,5147,05147,35.260102,-91.363426,"35.260102,-91.363426",Carl Bailey,AR,WSC,SERC,ST,RFO,RFO,Residual Petroleum,0,0,0
203,5013,05013,33.5648,-92.7917,"33.5648,-92.7917",McClellan (AR),AR,WSC,SERC,ST,NG,NG,Natural Gas,435284,435284,34073
203,5013,05013,33.5648,-92.7917,"33.5648,-92.7917",McClellan (AR),AR,WSC,SERC,ST,RFO,RFO,Residual Petroleum,0,0,0
204,17039,17039,40.1719,-88.8339,"40.1719,-88.8339",Clinton Power Station,IL,ENC,SERC,ST,NUC,NUC,Nuclear,87326471,87326471,8363289
210,20031,20031,38.23926,-95.68978,"38.23926,-95.68978",Wolf Creek Generating Station,KS,WNC,MRO,ST,NUC,NUC,Nuclear,96641754,96641754,9247734
214,6061,06061,39.215979,-120.80355,"39.215979,-120.80355",Alta Powerhouse,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,30286,30286,3401
215,6009,06009,38.071944,-120.539444,"38.071944,-120.539444",Angels,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,56876,56876,6387
217,6019,06019,36.909137,-119.087712,"36.909137,-119.087712",Balch 1,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,1453573,1453573,163231
218,6019,06019,36.908907,-119.087556,"36.908907,-119.087556",Balch 2,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,5175979,5175979,581244
219,6063,06063,40.007445,-121.249438,"40.007445,-121.249438",Belden,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,3826378,3826378,429689
220,6063,06063,39.91062,-121.327692,"39.91062,-121.327692",Bucks Creek,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,1427488,1427488,160302
221,6063,06063,40.175656,-121.190663,"40.175656,-121.190663",Butt Valley,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,1155586,1155586,129768
222,6063,06063,40.085476,-121.148241,"40.085476,-121.148241",Caribou 1,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,1184517,1184517,133017
223,6063,06063,40.085997,-121.149373,"40.085997,-121.149373",Caribou 2,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,6043023,6043023,678610
225,6017,06017,38.771764,-120.813239,"38.771764,-120.813239",Chili Bar,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,312752,312752,35121
227,6089,06089,40.404645,-122.121904,"40.404645,-122.121904",Coleman PH,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,366735,366735,41183
229,6089,06089,40.570817,-122.02093,"40.570817,-122.02093",Cow Creek,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,39884,39884,4479
231,6063,06063,39.825907,-121.409687,"39.825907,-121.409687",Cresta,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,3305288,3305288,371172
232,6007,06007,39.869265,-121.631819,"39.869265,-121.631819",De Sabla,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,485982,485982,54574
233,6057,06057,39.29807,-120.8443,"39.29807,-120.8443",Deer Creek PH,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,144253,144253,16199
235,6061,06061,39.256873,-120.767437,"39.256873,-120.767437",Drum 1,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,653094,653094,73340
236,6061,06061,39.257388,-120.767046,"39.257388,-120.767046",Drum 2,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,2479954,2479954,278490
237,6061,06061,39.216985,-120.835587,"39.216985,-120.835587",Dutch Flat,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,596672,596672,67004
238,6017,06017,38.793574,-120.619152,"38.793574,-120.619152",El Dorado,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,762695,762695,85648
239,6005,06005,38.330985,-120.669901,"38.330985,-120.669901",Electra,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,2819163,2819163,316582
240,6019,06019,36.927424,-119.02025,"36.927424,-119.02025",Haas,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,5789462,5789462,650136
241,6061,06061,38.956985,-121.041932,"38.956985,-121.041932",Halsey,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,367161,367161,41231
242,6035,06035,40.268712,-121.089479,"40.268712,-121.089479",Hamilton Branch,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,0,0,0
243,6089,06089,40.929297,-121.544462,"40.929297,-121.544462",Hat Creek 1,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,306547,306547,34424
244,6089,06089,40.960675,-121.548657,"40.960675,-121.548657",Hat Creek 2,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,383709,383709,43089
246,6023,06023,40.7415,-124.2103,"40.7415,-124.2103",Humboldt Bay,CA,PACC,WECC,IC,DFO,DFO,Distillate Petroleum,27525,27525,3133.188
246,6023,06023,40.7415,-124.2103,"40.7415,-124.2103",Humboldt Bay,CA,PACC,WECC,IC,NG,NG,Natural Gas,3531806,3531806,402052.81
246,6023,06023,40.7415,-124.2103,"40.7415,-124.2103",Humboldt Bay,CA,PACC,WECC,IC,OBG,ORW,Other Renewables ,0,0,0
248,6089,06089,40.400988,-121.965502,"40.400988,-121.965502",Inskip,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,0,0,0
249,6089,06089,40.992295,-121.975182,"40.992295,-121.975182",James B Black,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,6051722,6051722,679587
253,6089,06089,40.677827,-121.873253,"40.677827,-121.873253",Kilarc,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,20063,20063,2253
254,6019,06019,36.888166,-119.158777,"36.888166,-119.158777",Kings River PH,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,1088996,1088996,122290
255,6007,06007,39.698755,-121.57096,"39.698755,-121.57096",Lime Saddle,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,0,0,0
258,6043,06043,37.52301,-120.329905,"37.52301,-120.329905",Merced Falls,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,111526,111526,12524
260,6053,06053,36.804837,-121.782241,"36.804837,-121.782241",Dynegy Moss Landing Power Plant Hybrid,CA,PACC,WECC,CA,NG,NG,Natural Gas,0,0,1808126
260,6053,06053,36.804837,-121.782241,"36.804837,-121.782241",Dynegy Moss Landing Power Plant Hybrid,CA,PACC,WECC,CT,NG,NG,Natural Gas,36882109,36882109,3412707
260,6053,06053,36.804837,-121.782241,"36.804837,-121.782241",Dynegy Moss Landing Power Plant Hybrid,CA,PACC,WECC,ST,NG,NG,Natural Gas,0,0,0
261,6009,06009,38.147093,-120.446396,"38.147093,-120.446396",Murphys,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,133246,133246,14963
262,6057,06057,39.2364,-121.271741,"39.2364,-121.271741",Narrows PH,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,418599,418599,47007
264,6109,06109,38.032103,-120.326537,"38.032103,-120.326537",Phoenix,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,57295,57295,6434
265,6089,06089,40.99084,-121.498243,"40.99084,-121.498243",Pit 1,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,2470266,2470266,277402
266,6089,06089,40.997448,-121.748139,"40.997448,-121.748139",Pit 3,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,3226468,3226468,362321
267,6089,06089,40.986361,-121.84944,"40.986361,-121.84944",Pit 4,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,4025327,4025327,452030
268,6089,06089,40.986197,-121.977594,"40.986197,-121.977594",Pit 5,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,7602974,7602974,853787
269,6089,06089,40.922568,-121.992906,"40.922568,-121.992906",Pit 6,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,2983103,2983103,334992
270,6089,06089,40.847462,-121.990798,"40.847462,-121.990798",Pit 7,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,4106639,4106639,461161
272,6063,06063,39.722892,-121.469814,"39.722892,-121.469814",Poe,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,5355815,5355815,601439
274,6033,06033,39.361786,-123.127934,"39.361786,-123.127934",Potter Valley,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,168055,168055,18872
275,6063,06063,39.90521,-121.345226,"39.90521,-121.345226",Rock Creek,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,5744936,5744936,645136
276,6039,06039,37.203233,-119.497508,"37.203233,-119.497508",San Joaquin 2,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,0,0,0
277,6039,06039,37.253718,-119.519352,"37.253718,-119.519352",San Joaquin 3,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,0,0,0
279,6005,06005,38.497914,-120.21811,"38.497914,-120.21811",Salt Springs,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,1705665,1705665,191540
280,6089,06089,40.395396,-121.879186,"40.395396,-121.879186",South,CA,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,222207,222207,24953
